Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Credit Score Outlier,Credit Score NaN,Current Loan Amount Outlier,Maximum Open Credit Outlier,Annual Income NaN,Years in current job NaN,Bankruptcies NaN,Home Ownership Outlier,Years of Credit History Outlier,Monthly Debt Outlier,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_business,Purpose_educational expenses,Purpose_entertainment,Purpose_needs,Purpose_other,Purpose_purchase,Purpose_renewable energy,Years in current Cat,Credit Score Cat,Monthly Income,Monthly Inc Debt Diff,Current Loan and Monthly Income Diff
Home Mortgage,708624.0,9,0.0,7.0,8.5,576378.0,0.0,0.0,needs,,299376.0,210064.0,6555.0,730.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3.0,59052.0,52497.0,240324.0
Rent,1510538.0,10,0.0,7.0,18.8,593472.0,0.0,0.0,needs,,405944.0,432060.0,19511.0,724.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,125878.16666666667,106367.16666666667,280065.8333333333
Rent,1194834.0,3,0.0,10.0,31.3,520740.0,0.0,0.0,needs,,309573.0,332804.0,12148.0,747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,99569.5,87421.5,210003.5
Rent,1168386.0,1,0.0,16.0,17.6,1158630.0,0.0,0.0,needs,,343772.0,218139.0,5996.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,91369.5,246406.5
Home Mortgage,2454933.0,10,0.0,10.0,22.4,531454.0,0.0,0.0,needs,,437316.0,383249.0,50122.0,730.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3.0,204577.75,154455.75,232738.25
Rent,1168386.0,3,0.0,14.0,11.9,300740.0,0.0,0.0,needs,,90178.0,157149.0,14324.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,83041.5,-7187.5
Rent,1390306.0,10,0.0,7.0,23.9,351516.0,0.0,0.0,purchase,,309573.0,10925.0,9755.0,744.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4.0,115858.83333333333,106103.83333333333,193714.1666666667
Home Mortgage,2831190.0,3,0.0,11.0,16.7,518188.0,0.0,0.0,needs,,393382.0,362938.0,26188.0,741.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,235932.5,209744.5,157449.5
Rent,1131545.0,3,0.0,14.0,14.6,602954.0,0.0,0.0,needs,,309573.0,216106.0,12258.0,734.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,94295.41666666667,82037.41666666667,215277.5833333333
Home Mortgage,1168386.0,2,0.0,9.0,13.8,259842.0,0.0,0.0,needs,,151514.0,160455.0,13511.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,83854.5,54148.5
Home Mortgage,1530640.0,10,0.0,14.0,18.0,283448.0,2.0,2.0,needs,,243694.0,194598.0,15306.0,740.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,127553.33333333333,112247.33333333333,116140.66666666667
Home Mortgage,902918.0,10,0.0,13.0,15.2,329252.0,0.0,0.0,needs,,222442.0,31559.0,9706.0,738.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,75243.16666666667,65537.16666666667,147198.8333333333
Rent,1030579.0,0,0.0,11.0,8.0,379698.0,0.0,0.0,purchase,,379698.0,95247.0,10478.0,624.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0,85881.58333333333,75403.58333333333,293816.4166666667
Home Mortgage,2041094.0,3,0.0,19.0,16.0,1034616.0,0.0,0.0,needs,,644556.0,455696.0,46945.0,736.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,170091.16666666666,123146.16666666666,474464.8333333334
Home Mortgage,1039984.0,10,0.0,10.0,23.8,224246.0,0.0,0.0,needs,,224246.0,95456.0,13780.0,739.0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,86665.33333333333,72885.33333333333,137580.6666666667
Home Mortgage,1350083.0,5,0.0,10.0,12.2,325490.0,0.0,0.0,needs,,223322.0,168663.0,15076.0,724.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,112506.91666666667,97430.91666666667,110815.08333333333
Home Mortgage,1637629.0,10,0.0,9.0,17.0,460438.0,0.0,0.0,needs,,460438.0,285323.0,24974.0,724.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,136469.08333333334,111495.08333333334,323968.9166666666
Rent,566409.0,3,0.0,12.0,6.0,288772.0,0.0,0.0,other,,109318.0,82308.0,11611.0,667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,47200.75,35589.75,62117.25
Home Mortgage,1168386.0,5,0.0,8.0,6.4,405284.0,0.0,0.0,needs,,182336.0,158555.0,21091.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,76274.5,84970.5
Rent,405346.0,2,0.0,10.0,9.8,309573.0,0.0,0.0,needs,,309573.0,41762.0,7600.0,746.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,33778.833333333336,26178.833333333336,275794.1666666667
Rent,1217349.0,0,0.0,10.0,16.7,366498.0,0.0,0.0,needs,,325292.0,298490.0,25361.0,707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,101445.75,76084.75,223846.25
Rent,494798.0,6,0.0,9.0,10.3,330176.0,0.0,0.0,needs,,176286.0,124602.0,6968.0,694.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,41233.166666666664,34265.166666666664,135052.83333333334
Home Mortgage,2379047.0,10,0.0,11.0,21.7,1046694.0,0.0,0.0,needs,,749276.0,854240.0,25376.0,679.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,198253.91666666666,172877.91666666666,551022.0833333334
Home Mortgage,1004207.0,6,0.0,10.0,14.8,380248.0,1.0,1.0,needs,,309573.0,139897.0,12218.0,726.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.0,83683.91666666667,71465.91666666667,225889.0833333333
Home Mortgage,2334150.0,2,0.0,14.0,17.7,1467620.0,0.0,0.0,needs,,648648.0,996246.0,42987.0,708.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,194512.5,151525.5,454135.5
Home Mortgage,1933573.0,4,0.0,9.0,20.5,847990.0,0.0,0.0,needs,,545336.0,186751.0,12214.0,748.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,161131.08333333334,148917.08333333334,384204.9166666666
Home Mortgage,1242657.0,10,0.0,15.0,13.2,697004.0,0.0,0.0,needs,,221364.0,164331.0,12841.0,732.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3.0,103554.75,90713.75,117809.25
Home Mortgage,1191015.0,3,0.0,15.0,22.4,1392116.0,0.0,0.0,needs,,497992.0,660041.0,22629.0,739.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,99251.25,76622.25,398740.75
Home Mortgage,1168386.0,10,0.0,8.0,33.6,651794.0,0.0,0.0,entertainment,,108218.0,401356.0,15390.0,740.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,4.0,97365.5,81975.5,10852.5
Rent,753464.0,0,0.0,12.0,14.3,516692.0,0.0,0.0,needs,,133056.0,319504.0,10862.0,740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,62788.666666666664,51926.666666666664,70267.33333333334
Home Mortgage,1594176.0,10,0.0,8.0,18.0,909018.0,0.0,0.0,business,,434324.0,372115.0,6509.0,735.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3.0,132848.0,126339.0,301476.0
Home Mortgage,1878910.0,10,0.0,17.0,21.7,4477858.0,0.0,0.0,needs,,326348.0,1009356.0,16441.0,693.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,156575.83333333334,140134.83333333334,169772.16666666666
Home Mortgage,564300.0,10,0.0,14.0,19.1,349844.0,1.0,1.0,needs,,326700.0,58007.0,15001.0,668.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0.0,47025.0,32024.0,279675.0
Rent,1168386.0,9,0.0,11.0,14.1,296692.0,0.0,0.0,entertainment,,110792.0,187321.0,19964.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4.0,97365.5,77401.5,13426.5
Rent,1219724.0,10,0.0,7.0,18.8,385242.0,0.0,0.0,other,,78628.0,159695.0,17971.0,723.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2.0,101643.66666666667,83672.66666666667,-23015.66666666667
Home Mortgage,3694037.0,10,0.0,6.0,23.0,935814.0,0.0,0.0,needs,,137566.0,661922.0,23642.0,724.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,307836.4166666667,284194.4166666667,-170270.4166666667
Rent,1682298.0,3,0.0,5.0,12.9,445984.0,0.0,0.0,needs,,151514.0,223782.0,7388.0,748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,140191.5,132803.5,11322.5
Home Mortgage,1168386.0,4,0.0,10.0,15.5,337502.0,0.0,0.0,needs,,337502.0,103360.0,18460.0,740.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,78905.5,240136.5
Rent,968924.0,10,0.0,12.0,21.2,196460.0,0.0,0.0,needs,,128370.0,88236.0,10497.0,725.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,80743.66666666667,70246.66666666667,47626.33333333333
Home Mortgage,1168386.0,10,0.0,8.0,19.2,359084.0,0.0,0.0,needs,,328482.0,142329.0,26793.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,70572.5,231116.5
Rent,606062.0,8,0.0,11.0,27.3,235620.0,2.0,2.0,needs,,116226.0,105811.0,11566.0,731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3.0,50505.166666666664,38939.166666666664,65720.83333333334
Own Home,1168386.0,10,0.0,6.0,20.4,331056.0,0.0,0.0,needs,,331056.0,152285.0,10321.0,740.0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4.0,97365.5,87044.5,233690.5
Rent,1168386.0,10,0.0,16.0,20.7,612216.0,0.0,0.0,needs,,412852.0,378062.0,25810.0,740.0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,97365.5,71555.5,315486.5
Home Mortgage,1534478.0,4,0.0,14.0,15.7,539220.0,0.0,0.0,needs,,325028.0,321784.0,17391.0,748.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,127873.16666666667,110482.16666666667,197154.8333333333
Home Mortgage,700625.0,10,0.0,11.0,20.1,414502.0,1.0,1.0,needs,,309573.0,156427.0,3912.0,738.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,58385.416666666664,54473.416666666664,251187.58333333334
Rent,1576791.0,1,0.0,6.0,9.7,448954.0,0.0,0.0,other,,309573.0,94221.0,11524.0,748.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,131399.25,119875.25,178173.75
Home Mortgage,2676758.0,10,0.0,17.0,7.8,1387606.0,0.0,0.0,needs,,309573.0,293607.0,19183.0,737.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,223063.16666666666,203880.16666666666,86509.83333333334
Home Mortgage,395124.0,9,0.0,16.0,16.5,561462.0,0.0,0.0,needs,,143792.0,207537.0,9582.0,701.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2.0,32927.0,23345.0,110865.0
Home Mortgage,1168386.0,10,0.0,12.0,16.8,430980.0,1.0,1.0,needs,,430980.0,229482.0,15794.0,740.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,81571.5,333614.5
Home Mortgage,1440257.0,4,0.0,7.0,16.0,1286186.0,0.0,0.0,business,,309573.0,242155.0,2953.0,746.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4.0,120021.41666666667,117068.41666666667,189551.5833333333
Home Mortgage,1026817.0,10,0.0,19.0,20.8,957550.0,0.0,0.0,needs,,345884.0,619419.0,18055.0,714.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,85568.08333333333,67513.08333333333,260315.9166666667
Rent,749816.0,9,0.0,7.0,14.5,329890.0,0.0,0.0,purchase,,325578.0,207138.0,12934.0,747.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4.0,62484.666666666664,49550.666666666664,263093.3333333333
Rent,1168386.0,3,0.0,12.0,13.8,307230.0,0.0,0.0,needs,,307230.0,99484.0,3454.0,740.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,93911.5,209864.5
Home Mortgage,918384.0,10,0.0,10.0,33.7,763906.0,0.0,0.0,needs,,212674.0,502075.0,14388.0,744.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,76532.0,62144.0,136142.0
Home Mortgage,1988825.0,10,0.0,4.0,14.2,730466.0,0.0,0.0,needs,,614086.0,383553.0,6911.0,737.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,165735.41666666666,158824.41666666666,448350.5833333334
Rent,2421835.0,3,1.0,2.0,23.0,754160.0,1.0,0.0,needs,,232958.0,120498.0,3713.0,749.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,201819.58333333334,198106.58333333334,31138.416666666657
Rent,901588.0,0,0.0,5.0,16.0,266904.0,0.0,0.0,needs,,266904.0,88407.0,7566.0,661.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,75132.33333333333,67566.33333333333,191771.6666666667
Home Mortgage,1168386.0,4,0.0,10.0,20.2,1417042.0,0.0,0.0,needs,,440308.0,671878.0,33841.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,63524.5,342942.5
Rent,756276.0,2,0.0,5.0,16.7,525778.0,0.0,0.0,other,,309573.0,53580.0,1683.0,739.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,63023.0,61340.0,246550.0
Rent,681435.0,0,0.0,8.0,18.8,261602.0,0.0,0.0,needs,,169070.0,127870.0,4594.0,742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,56786.25,52192.25,112283.75
Home Mortgage,2131591.0,0,0.0,15.0,31.7,4191176.0,0.0,0.0,needs,,269258.0,3547262.0,20783.0,728.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,177632.58333333334,156849.58333333334,91625.41666666666
Rent,735528.0,4,0.0,11.0,14.3,546920.0,0.0,0.0,needs,,309573.0,403845.0,15201.0,714.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2.0,61294.0,46093.0,248279.0
Home Mortgage,2899305.0,10,0.0,15.0,16.6,783332.0,0.0,0.0,needs,,783332.0,328016.0,64751.0,709.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,241608.75,176857.75,541723.25
Home Mortgage,1951319.0,4,0.0,7.0,18.6,601766.0,0.0,0.0,business,,327888.0,220875.0,13936.0,736.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4.0,162609.91666666666,148673.91666666666,165278.08333333334
Home Mortgage,4580976.0,4,0.0,18.0,25.5,1553530.0,0.0,0.0,needs,,309573.0,633289.0,16000.0,727.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3.0,381748.0,365748.0,-72175.0
Home Mortgage,1808800.0,5,0.0,7.0,23.3,522104.0,1.0,1.0,needs,,436524.0,257013.0,19897.0,717.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,150733.33333333334,130836.33333333334,285790.6666666666
Home Mortgage,2379522.0,2,0.0,23.0,17.8,1267530.0,0.0,0.0,needs,,309573.0,839629.0,39064.0,743.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,198293.5,159229.5,111279.5
Home Mortgage,2334226.0,10,0.0,13.0,31.4,2170894.0,0.0,0.0,needs,,465234.0,628083.0,30150.0,750.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,194518.83333333334,164368.83333333334,270715.1666666666
Home Mortgage,664810.0,10,0.0,11.0,21.1,393162.0,1.0,1.0,needs,,309573.0,117477.0,5651.0,741.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,55400.833333333336,49749.833333333336,254172.16666666666
Rent,848426.0,10,0.0,10.0,17.9,274934.0,0.0,0.0,needs,,151184.0,163362.0,13221.0,718.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,70702.16666666667,57481.16666666667,80481.83333333333
Rent,1197323.0,3,0.0,17.0,12.0,671176.0,0.0,0.0,needs,,290686.0,213902.0,17660.0,748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,99776.91666666667,82116.91666666667,190909.0833333333
Rent,1501855.0,10,0.0,8.0,14.7,535084.0,0.0,0.0,needs,,535084.0,132430.0,28285.0,678.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1.0,125154.58333333333,96869.58333333333,409929.4166666667
Own Home,708491.0,1,0.0,16.0,19.4,559020.0,0.0,0.0,needs,,326524.0,438862.0,20960.0,709.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0,59040.916666666664,38080.916666666664,267483.0833333333
Home Mortgage,1281455.0,5,0.0,9.0,20.5,552662.0,0.0,0.0,needs,,541530.0,368486.0,26056.0,675.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0,106787.91666666667,80731.91666666667,434742.0833333333
Own Home,833416.0,10,0.0,7.0,9.5,237138.0,0.0,0.0,needs,,61402.0,58159.0,3091.0,667.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0.0,69451.33333333333,66360.33333333333,-8049.3333333333285
Home Mortgage,1168386.0,10,0.0,16.0,24.5,824428.0,0.0,0.0,needs,,264264.0,317566.0,25942.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,71423.5,166898.5
Rent,696863.0,7,0.0,7.0,7.8,652762.0,0.0,0.0,other,,87406.0,187169.0,9872.0,718.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2.0,58071.916666666664,48199.916666666664,29334.083333333336
Home Mortgage,1094837.0,10,0.0,9.0,39.3,611754.0,0.0,0.0,needs,,134420.0,230356.0,17700.0,743.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,91236.41666666667,73536.41666666667,43183.58333333333
Home Mortgage,2356475.0,10,0.0,11.0,34.0,523886.0,0.0,0.0,needs,,523886.0,272745.0,32009.0,700.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,196372.91666666666,164363.91666666666,327513.0833333334
Home Mortgage,1168386.0,3,0.0,17.0,20.6,1824306.0,0.0,0.0,needs,,626538.0,967385.0,63515.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,33850.5,529172.5
Rent,597075.0,2,0.0,12.0,4.8,943360.0,0.0,0.0,needs,,144958.0,97774.0,3060.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,49756.25,46696.25,95201.75
Own Home,1168386.0,0,0.0,9.0,9.1,101442.0,0.0,0.0,purchase,,40546.0,51585.0,4553.0,740.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,97365.5,92812.5,-56819.5
Home Mortgage,1770895.0,10,0.0,19.0,10.1,1115114.0,0.0,0.0,needs,,264572.0,471903.0,24350.0,741.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,147574.58333333334,123224.58333333334,116997.41666666666
Home Mortgage,2010960.0,10,1.0,7.0,23.4,646800.0,1.0,0.0,needs,,646800.0,13870.0,17763.0,743.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,167580.0,149817.0,479220.0
Rent,1325345.0,0,0.0,16.0,9.9,980342.0,0.0,0.0,needs,,438460.0,536788.0,24850.0,645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,110445.41666666667,85595.41666666667,328014.5833333333
Home Mortgage,1168386.0,3,0.0,24.0,20.5,2940916.0,0.0,0.0,needs,,260414.0,985473.0,40120.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,57245.5,163048.5
Home Mortgage,2657074.0,7,0.0,16.0,32.0,1630618.0,0.0,0.0,needs,,615318.0,1080131.0,42513.0,747.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,221422.83333333334,178909.83333333334,393895.1666666666
Rent,1863311.0,10,1.0,17.0,17.9,948420.0,2.0,1.0,needs,,653796.0,674937.0,42856.0,683.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1.0,155275.91666666666,112419.91666666666,498520.0833333334
Rent,1857554.0,7,0.0,24.0,19.7,707630.0,0.0,0.0,needs,,322630.0,400900.0,26470.0,742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4.0,154796.16666666666,128326.16666666666,167833.83333333334
Rent,479940.0,5,0.0,23.0,10.5,450626.0,0.0,0.0,needs,,114488.0,101574.0,10799.0,697.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,39995.0,29196.0,74493.0
Rent,929575.0,1,0.0,17.0,14.5,868538.0,0.0,0.0,needs,,309573.0,182267.0,17817.0,748.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,77464.58333333333,59647.58333333333,232108.4166666667
Home Mortgage,1168386.0,10,0.0,21.0,29.4,1714966.0,0.0,0.0,needs,,695068.0,503576.0,67783.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,29582.5,597702.5
Rent,1417514.0,10,0.0,19.0,30.0,611798.0,0.0,0.0,needs,,562100.0,284791.0,22562.0,736.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,118126.16666666667,95564.16666666667,443973.8333333333
Home Mortgage,1168386.0,1,0.0,19.0,19.9,809446.0,0.0,0.0,needs,,602624.0,353723.0,32651.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,64714.5,505258.5
Rent,815157.0,7,0.0,3.0,8.8,218042.0,0.0,0.0,business,,218042.0,0.0,5855.0,738.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4.0,67929.75,62074.75,150112.25
Home Mortgage,1221662.0,4,0.0,9.0,10.6,283096.0,0.0,0.0,needs,,261140.0,95342.0,15678.0,728.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.0,101805.16666666667,86127.16666666667,159334.8333333333
Rent,2298240.0,10,0.0,11.0,13.3,840048.0,0.0,0.0,needs,,332640.0,587651.0,18520.0,737.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,191520.0,173000.0,141120.0
Home Mortgage,1738044.0,4,0.0,12.0,26.0,402556.0,0.0,0.0,needs,,61248.0,233966.0,35919.0,740.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,144837.0,108918.0,-83589.0
Home Mortgage,1341590.0,8,0.0,12.0,20.9,700942.0,0.0,0.0,needs,,215754.0,494589.0,21801.0,732.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3.0,111799.16666666667,89998.16666666667,103954.83333333333
Home Mortgage,1168386.0,6,0.0,7.0,15.0,402886.0,0.0,0.0,needs,,178002.0,265506.0,17615.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,79750.5,80636.5
Rent,2022835.0,4,0.0,10.0,26.8,350240.0,1.0,1.0,needs,,350240.0,136705.0,9018.0,733.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.0,168569.58333333334,159551.58333333334,181670.41666666666
Rent,1077490.0,0,0.0,10.0,15.4,377652.0,0.0,0.0,needs,,377652.0,170677.0,4597.0,726.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,89790.83333333333,85193.83333333333,287861.1666666667
Rent,637279.0,2,0.0,12.0,10.8,362406.0,0.0,0.0,needs,,268334.0,231610.0,11259.0,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,53106.583333333336,41847.583333333336,215227.41666666666
Home Mortgage,1168386.0,5,0.0,8.0,25.7,896456.0,0.0,0.0,needs,,262768.0,194332.0,6539.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,90826.5,165402.5
